IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId,year
180119488,SUICIDE,SUICIDE BY FIREARMS,Wednesday,02/14/2018,02:00:00,MISSION,NONE,0 Block of DORLAND ST,-122.42506328014144,37.76222274863612,POINT (-122.42506328014144 37.76222274863612),18011948860150,2018
180106952,SUICIDE,SUICIDE BY ASPHYXIATION,Friday,02/09/2018,09:50:00,SOUTHERN,NONE,0 Block of DIVISION ST,-122.40225069834575,37.76981958800318,POINT (-122.40225069834575 37.76981958800318),18010695260120,2018
180092113,SUICIDE,ATTEMPTED SUICIDE,Saturday,02/03/2018,17:48:00,TARAVAL,NONE,LAKE MERCED BL / FONT BL,-122.4850736568706,37.723998380897704,POINT (-122.4850736568706 37.723998380897704),18009211360010,2018
180053262,SUICIDE,SUICIDE BY JUMPING,Sunday,01/21/2018,21:11:00,NORTHERN,NONE,1500 Block of EDDY ST,-122.43317781626729,37.781375810031804,POINT (-122.43317781626729 37.781375810031804),18005326260170,2018
180051965,SUICIDE,SUICIDE BY STRANGULATION,Saturday,01/20/2018,11:00:00,MISSION,NONE,800 Block of GUERRERO ST,-122.42333669183,37.75797647538312,POINT (-122.42333669183 37.75797647538312),18005196560190,2018
180033565,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Saturday,01/13/2018,03:48:00,NORTHERN,"ARREST, BOOKED",1700 Block of PINE ST,-122.42460684909224,37.789042686365555,POINT (-122.42460684909224 37.789042686365555),18003356560080,2018
180025261,SUICIDE,ATTEMPTED SUICIDE BY JUMPING,Wednesday,01/10/2018,08:35:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),18002526160070,2018
180003568,SUICIDE,SUICIDE,Tuesday,01/02/2018,09:00:00,PARK,NONE,500 Block of BELVEDERE ST,-122.44780579934437,37.76219750054709,POINT (-122.44780579934437 37.76219750054709),18000356860110,2018
171053398,SUICIDE,ATTEMPTED SUICIDE,Saturday,12/30/2017,17:45:00,TENDERLOIN,NONE,100 Block of HYDE ST,-122.41566966144342,37.78211984889314,POINT (-122.41566966144342 37.78211984889314),17105339860010,2017
171051239,SUICIDE,ATTEMPTED SUICIDE,Friday,12/29/2017,22:10:00,TENDERLOIN,NONE,0 Block of 5THSTNORTH ST,-122.40864858896549,37.784912471413506,POINT (-122.40864858896549 37.784912471413506),17105123960010,2017
171023028,SUICIDE,SUICIDE BY STRANGULATION,Monday,12/18/2017,22:56:00,MISSION,NONE,3400 Block of 17TH ST,-122.42353371708865,37.76313841629326,POINT (-122.42353371708865 37.76313841629326),17102302860190,2017
171006018,SUICIDE,SUICIDE BY FIREARMS,Tuesday,12/12/2017,18:00:00,TARAVAL,NONE,2100 Block of 33RD AV,-122.4910847066645,37.74702941944292,POINT (-122.4910847066645 37.74702941944292),17100601860150,2017
170984047,SUICIDE,SUICIDE BY FIREARMS,Thursday,11/30/2017,17:37:00,TARAVAL,NONE,1800 Block of 38TH AV,-122.49683635647469,37.7523884488118,POINT (-122.49683635647469 37.7523884488118),17098404760150,2017
170957630,SUICIDE,SUICIDE BY STRANGULATION,Saturday,11/25/2017,14:19:00,CENTRAL,NONE,600 Block of STOCKTON ST,-122.40735450944345,37.791792637502915,POINT (-122.40735450944345 37.791792637502915),17095763060190,2017
170957301,SUICIDE,ATTEMPTED SUICIDE,Saturday,11/25/2017,12:35:00,PARK,NONE,KEZAR DR / JOHNFKENNEDY DR,-122.45529039466253,37.77092819062687,POINT (-122.45529039466253 37.77092819062687),17095730160010,2017
170928885,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Tuesday,11/14/2017,17:58:00,TARAVAL,NONE,2000 Block of 32ND AV,-122.490141599322,37.748942083577624,POINT (-122.490141599322 37.748942083577624),17092888560060,2017
170915898,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Thursday,11/09/2017,19:13:00,MISSION,NONE,2100 Block of MARKET ST,-122.43001865524232,37.76683052295821,POINT (-122.43001865524232 37.76683052295821),17091589860080,2017
170885934,SUICIDE,ATTEMPTED SUICIDE BY ASPHYXIATION,Monday,10/30/2017,08:00:00,NORTHERN,NONE,2700 Block of PIERCE ST,-122.43843043369885,37.79529175736744,POINT (-122.43843043369885 37.79529175736744),17088593460020,2017
170872135,SUICIDE,ATTEMPTED SUICIDE,Wednesday,10/25/2017,11:42:00,TARAVAL,NONE,1400 Block of 48TH AV,-122.5080697525277,37.75937691039444,POINT (-122.5080697525277 37.75937691039444),17087213560010,2017
170868930,SUICIDE,SUICIDE BY STRANGULATION,Monday,10/23/2017,16:30:00,MISSION,NONE,200 Block of CAPP ST,-122.41827791052097,37.76269528759495,POINT (-122.41827791052097 37.76269528759495),17086893060190,2017
170865663,SUICIDE,SUICIDE BY ASPHYXIATION,Monday,10/23/2017,10:23:00,INGLESIDE,NONE,100 Block of NORTHWOOD DR,-122.45903134975995,37.730001108196674,POINT (-122.45903134975995 37.730001108196674),17086566360120,2017
170859882,SUICIDE,SUICIDE BY STRANGULATION,Friday,10/20/2017,17:45:00,NORTHERN,NONE,1600 Block of CALIFORNIA ST,-122.42153486006184,37.79052619650985,POINT (-122.42153486006184 37.79052619650985),17085988260190,2017
170840201,SUICIDE,ATTEMPTED SUICIDE,Saturday,10/14/2017,12:08:00,NORTHERN,NONE,1900 Block of CALIFORNIA ST,-122.42646495147622,37.78989960490452,POINT (-122.42646495147622 37.78989960490452),17084020160010,2017
170812244,SUICIDE,SUICIDE BY FIREARMS,Thursday,10/05/2017,08:40:00,NORTHERN,NONE,900 Block of LARKIN ST,-122.41829331198177,37.78679355639842,POINT (-122.41829331198177 37.78679355639842),17081224460150,2017
170813101,SUICIDE,SUICIDE BY FIREARMS,Wednesday,10/04/2017,10:30:00,TARAVAL,NONE,0 Block of SLOAT BL,-122.47210854930444,37.73486740972823,POINT (-122.47210854930444 37.73486740972823),17081310160150,2017
170808691,SUICIDE,SUICIDE BY JUMPING,Wednesday,10/04/2017,06:41:00,TENDERLOIN,NONE,500 Block of JONES ST,-122.41299907500884,37.78627745916602,POINT (-122.41299907500884 37.78627745916602),17080869160170,2017
170799711,SUICIDE,ATTEMPTED SUICIDE BY STRANGULATION,Saturday,09/30/2017,06:30:00,MISSION,NONE,2200 Block of MISSION ST,-122.41935017322852,37.76101609120562,POINT (-122.41935017322852 37.76101609120562),17079971160090,2017
170798729,SUICIDE,SUICIDE BY STRANGULATION,Saturday,09/30/2017,00:01:00,SOUTHERN,NONE,100 Block of 6TH ST,-122.40846655617293,37.780700831877795,POINT (-122.40846655617293 37.780700831877795),17079872960190,2017
170782471,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Monday,09/25/2017,09:00:00,BAYVIEW,NONE,1700 Block of REVERE AV,-122.39277577233712,37.73307817100114,POINT (-122.39277577233712 37.73307817100114),17078247160060,2017
170782813,SUICIDE,SUICIDE BY FIREARMS,Sunday,09/24/2017,14:00:00,NORTHERN,NONE,2700 Block of LOMBARD ST,-122.4466404024771,37.79848677475153,POINT (-122.4466404024771 37.79848677475153),17078281360150,2017
170778129,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Saturday,09/23/2017,17:40:00,RICHMOND,NONE,2400 Block of GOLDEN GATE AV,-122.45177889026728,37.77697909283757,POINT (-122.45177889026728 37.77697909283757),17077812960060,2017
170776844,SUICIDE,SUICIDE BY FIREARMS,Friday,09/22/2017,19:00:00,CENTRAL,NONE,900 Block of COLUMBUS AV,-122.41426344423782,37.803191874328455,POINT (-122.41426344423782 37.803191874328455),17077684460150,2017
170762053,SUICIDE,SUICIDE BY FIREARMS,Monday,09/18/2017,09:21:00,BAYVIEW,NONE,0 Block of SANTAFE AV,-122.40085024400406,37.73408393843115,POINT (-122.40085024400406 37.73408393843115),17076205360150,2017
170749653,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Wednesday,09/13/2017,21:27:00,PARK,NONE,1300 Block of SCOTT ST,-122.43761008625759,37.78219536051044,POINT (-122.43761008625759 37.78219536051044),17074965360060,2017
170745128,SUICIDE,SUICIDE BY FIREARMS,Tuesday,09/12/2017,11:49:00,MISSION,NONE,500 Block of 14TH ST,-122.4248878477899,37.768032836315015,POINT (-122.4248878477899 37.768032836315015),17074512860150,2017
170737868,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Saturday,09/09/2017,19:58:00,TENDERLOIN,NONE,300 Block of TURK ST,-122.41490054456168,37.782741962392606,POINT (-122.41490054456168 37.782741962392606),17073786860080,2017
170743508,SUICIDE,SUICIDE BY ASPHYXIATION,Saturday,09/09/2017,00:01:00,NORTHERN,NONE,800 Block of OFARRELL ST,-122.41875125282944,37.78511600494293,POINT (-122.41875125282944 37.78511600494293),17074350860120,2017
170729310,SUICIDE,ATTEMPTED SUICIDE,Wednesday,09/06/2017,22:07:00,TENDERLOIN,NONE,200 Block of MASON ST,-122.40952374065276,37.785760295493375,POINT (-122.40952374065276 37.785760295493375),17072931060010,2017
170729069,SUICIDE,SUICIDE BY STRANGULATION,Wednesday,09/06/2017,19:50:00,PARK,NONE,1300 Block of FULTON ST,-122.43901569251747,37.776693682463446,POINT (-122.43901569251747 37.776693682463446),17072906960190,2017
170728958,SUICIDE,SUICIDE BY LACERATION,Wednesday,09/06/2017,19:20:00,PARK,NONE,1400 Block of HAIGHT ST,-122.4461436720392,37.77005271823719,POINT (-122.4461436720392 37.77005271823719),17072895860180,2017
170727530,SUICIDE,SUICIDE,Wednesday,09/06/2017,12:30:00,SOUTHERN,NONE,700 Block of HARRISON ST,-122.39904565584119,37.78131971135321,POINT (-122.39904565584119 37.78131971135321),17072753060110,2017
170723362,SUICIDE,ATTEMPTED SUICIDE BY STRANGULATION,Tuesday,09/05/2017,00:20:00,PARK,NONE,300 Block of PARNASSUS AV,-122.45501764386677,37.76427012410116,POINT (-122.45501764386677 37.76427012410116),17072336260090,2017
170722712,SUICIDE,ATTEMPTED SUICIDE,Monday,09/04/2017,16:00:00,PARK,NONE,4400 Block of 17TH ST,-122.44475782136794,37.76196838143134,POINT (-122.44475782136794 37.76196838143134),17072271260010,2017
170717484,SUICIDE,ATTEMPTED SUICIDE,Saturday,09/02/2017,20:46:00,SOUTHERN,NONE,1100 Block of HOWARD ST,-122.41135913835731,37.77649448087791,POINT (-122.41135913835731 37.77649448087791),17071748460010,2017
170704215,SUICIDE,SUICIDE BY FIREARMS,Tuesday,08/29/2017,08:00:00,TARAVAL,NONE,2200 Block of 21ST AV,-122.47809846658274,37.745732975961,POINT (-122.47809846658274 37.745732975961),17070421560150,2017
170719866,SUICIDE,SUICIDE BY JUMPING,Saturday,08/26/2017,15:30:00,MISSION,NONE,900 Block of SHOTWELL ST,-122.41517580526065,37.75322533668535,POINT (-122.41517580526065 37.75322533668535),17071986660170,2017
170681817,SUICIDE,ATTEMPTED SUICIDE,Monday,08/21/2017,10:00:00,SOUTHERN,NONE,100 Block of 9TH ST,-122.41398052096726,37.77556873258243,POINT (-122.41398052096726 37.77556873258243),17068181760010,2017
170657272,SUICIDE,SUICIDE BY JUMPING,Saturday,08/12/2017,17:20:00,INGLESIDE,NONE,LYELL ST / BOSWORTH ST,-122.43195573846133,37.73299320547301,POINT (-122.43195573846133 37.73299320547301),17065727260170,2017
170655759,SUICIDE,ATTEMPTED SUICIDE,Saturday,08/12/2017,01:40:00,MISSION,NONE,3000 Block of 22ND ST,-122.414925208812,37.75561201907454,POINT (-122.414925208812 37.75561201907454),17065575960010,2017
170655339,SUICIDE,ATTEMPTED SUICIDE,Friday,08/11/2017,22:21:00,PARK,NONE,1000 Block of PIERCE ST,-122.43535759859732,37.77938146543842,POINT (-122.43535759859732 37.77938146543842),17065533960010,2017
170598228,SUICIDE,ATTEMPTED SUICIDE BY STRANGULATION,Sunday,07/23/2017,02:51:00,TENDERLOIN,NONE,200 Block of OFARRELL ST,-122.40851970734619,37.7864044708209,POINT (-122.40851970734619 37.7864044708209),17059822860090,2017
170595519,SUICIDE,SUICIDE BY STRANGULATION,Thursday,07/20/2017,02:09:00,SOUTHERN,NONE,900 Block of MISSION ST,-122.40805253846997,37.781566830002426,POINT (-122.40805253846997 37.781566830002426),17059551960190,2017
170575094,SUICIDE,ATTEMPTED SUICIDE BY STRANGULATION,Saturday,07/15/2017,14:00:00,TARAVAL,NONE,0 Block of SANJACINTO WY,-122.4628942027698,37.73357158061386,POINT (-122.4628942027698 37.73357158061386),17057509460090,2017
170549287,SUICIDE,SUICIDE BY FIREARMS,Thursday,07/06/2017,17:42:00,PARK,NONE,0 Block of MIDCREST WY,-122.44940979450197,37.74764766715231,POINT (-122.44940979450197 37.74764766715231),17054928760150,2017
170532389,SUICIDE,SUICIDE BY JUMPING,Friday,06/30/2017,10:54:00,CENTRAL,NONE,GRANT AV / HARLAN PL,-122.40550066409756,37.79007913366951,POINT (-122.40550066409756 37.79007913366951),17053238960170,2017
170525895,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Wednesday,06/28/2017,05:40:00,TENDERLOIN,NONE,300 Block of HYDE ST,-122.41604728066022,37.78398246541486,POINT (-122.41604728066022 37.78398246541486),17052589560080,2017
170484401,SUICIDE,SUICIDE BY FIREARMS,Wednesday,06/14/2017,08:55:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),17048440160150,2017
170484376,SUICIDE,SUICIDE BY JUMPING,Tuesday,06/13/2017,00:01:00,PARK,NONE,1700 Block of MCALLISTER ST,-122.44087952185315,37.77753219352177,POINT (-122.44087952185315 37.77753219352177),17048437660170,2017
170478341,SUICIDE,SUICIDE BY STRANGULATION,Sunday,06/11/2017,21:30:00,INGLESIDE,NONE,200 Block of ALLISON ST,-122.4413056864012,37.71180104163864,POINT (-122.4413056864012 37.71180104163864),17047834160190,2017
170473852,SUICIDE,ATTEMPTED SUICIDE BY STRANGULATION,Saturday,06/10/2017,11:24:00,PARK,NONE,1100 Block of MASONIC AV,-122.44550661065246,37.770658327348166,POINT (-122.44550661065246 37.770658327348166),17047385260090,2017
170473222,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Friday,06/09/2017,02:29:00,TENDERLOIN,NONE,100 Block of TURK ST,-122.41161507540771,37.78316141093946,POINT (-122.41161507540771 37.78316141093946),17047322260080,2017
170470507,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Thursday,06/08/2017,23:59:00,TENDERLOIN,NONE,300 Block of LEAVENWORTH ST,-122.41440602985547,37.784190715111855,POINT (-122.41440602985547 37.784190715111855),17047050760080,2017
170444411,SUICIDE,SUICIDE BY STRANGULATION,Tuesday,05/30/2017,21:13:00,SOUTHERN,NONE,500 Block of MINNA ST,-122.40877066526002,37.78013570117457,POINT (-122.40877066526002 37.78013570117457),17044441160190,2017
170414470,SUICIDE,ATTEMPTED SUICIDE BY STRANGULATION,Saturday,05/20/2017,15:50:00,NORTHERN,NONE,100 Block of CERVANTES BL,-122.43985718625493,37.80447236113187,POINT (-122.43985718625493 37.80447236113187),17041447060090,2017
170405811,SUICIDE,SUICIDE BY STRANGULATION,Wednesday,05/17/2017,17:40:00,BAYVIEW,NONE,0 Block of BALDWIN CT,-122.38071578894674,37.7296096317188,POINT (-122.38071578894674 37.7296096317188),17040581160190,2017
170392218,SUICIDE,ATTEMPTED SUICIDE BY DROWNING,Saturday,05/13/2017,01:16:00,SOUTHERN,NONE,0 Block of THE EMBARCADERONORTH ST,-122.3883798739193,37.783310406701474,POINT (-122.3883798739193 37.783310406701474),17039221860030,2017
170383079,SUICIDE,SUICIDE,Wednesday,05/10/2017,10:46:00,TENDERLOIN,NONE,100 Block of MASON ST,-122.40947349731987,37.78481636510202,POINT (-122.40947349731987 37.78481636510202),17038307960110,2017
170353806,SUICIDE,ATTEMPTED SUICIDE,Sunday,04/30/2017,13:11:00,INGLESIDE,NONE,0 Block of ONEIDA AV,-122.44010311875886,37.72084764563151,POINT (-122.44010311875886 37.72084764563151),17035380660010,2017
170344764,SUICIDE,ATTEMPTED SUICIDE BY JUMPING,Thursday,04/27/2017,11:14:00,TARAVAL,NONE,100 Block of FORESTVIEW DR,-122.48365810593818,37.73170203033897,POINT (-122.48365810593818 37.73170203033897),17034476460070,2017
170309859,SUICIDE,SUICIDE BY STRANGULATION,Saturday,04/15/2017,17:05:00,INGLESIDE,NONE,600 Block of GENEVA AV,-122.44447694834518,37.719431556918096,POINT (-122.44447694834518 37.719431556918096),17030985960190,2017
170306394,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Friday,04/14/2017,13:45:00,INGLESIDE,NONE,400 Block of JUDSON AV,-122.45173444979788,37.72840743743104,POINT (-122.45173444979788 37.72840743743104),17030639460080,2017
170275131,SUICIDE,SUICIDE BY STRANGULATION,Tuesday,04/04/2017,09:55:00,TARAVAL,NONE,100 Block of HOWTH ST,-122.45046879017544,37.721410765689484,POINT (-122.45046879017544 37.721410765689484),17027513160190,2017
170268910,SUICIDE,SUICIDE BY FIREARMS,Sunday,04/02/2017,09:29:00,CENTRAL,NONE,0 Block of COSMO PL,-122.41211141337233,37.78817973002664,POINT (-122.41211141337233 37.78817973002664),17026891060150,2017
170213614,SUICIDE,SUICIDE BY FIREARMS,Wednesday,03/15/2017,13:48:00,NORTHERN,NONE,2200 Block of SACRAMENTO ST,-122.42994118643352,37.7904080392459,POINT (-122.42994118643352 37.7904080392459),17021361460150,2017
170206346,SUICIDE,ATTEMPTED SUICIDE BY STRANGULATION,Monday,03/13/2017,10:42:00,TARAVAL,NONE,1300 Block of JUDAH ST,-122.47648136270818,37.761818925041155,POINT (-122.47648136270818 37.761818925041155),17020634660090,2017
170205558,SUICIDE,ATTEMPTED SUICIDE,Monday,03/13/2017,01:00:00,CENTRAL,NONE,1500 Block of SACRAMENTO ST,-122.41840622691979,37.79175717661337,POINT (-122.41840622691979 37.79175717661337),17020555860010,2017
170202548,SUICIDE,SUICIDE BY FIREARMS,Saturday,03/11/2017,17:11:00,SOUTHERN,NONE,800 Block of FOLSOM ST,-122.40224602909709,37.78108881533455,POINT (-122.40224602909709 37.78108881533455),17020254860150,2017
170195965,SUICIDE,ATTEMPTED SUICIDE,Thursday,03/09/2017,15:30:00,PARK,NONE,1000 Block of HAIGHT ST,-122.43956014333733,37.77100420093461,POINT (-122.43956014333733 37.77100420093461),17019596560010,2017
170190692,SUICIDE,ATTEMPTED SUICIDE,Monday,03/06/2017,09:00:00,TARAVAL,NONE,1400 Block of 42ND AV,-122.5015021608238,37.759665814436296,POINT (-122.5015021608238 37.759665814436296),17019069260010,2017
170164697,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Monday,02/27/2017,03:03:00,SOUTHERN,UNFOUNDED,SHIPLEY ST / 5TH ST,-122.4028427484283,37.77982941927668,POINT (-122.4028427484283 37.77982941927668),17016469760080,2017
170143196,SUICIDE,ATTEMPTED SUICIDE BY JUMPING,Sunday,02/19/2017,12:59:00,TENDERLOIN,NONE,0 Block of POWELL ST,-122.40784537411074,37.78509432101032,POINT (-122.40784537411074 37.78509432101032),17014319660070,2017
170132951,SUICIDE,SUICIDE BY STRANGULATION,Wednesday,02/15/2017,09:20:00,TARAVAL,NONE,1200 Block of 45TH AV,-122.5051217004474,37.763252323087066,POINT (-122.5051217004474 37.763252323087066),17013295160190,2017
170126788,SUICIDE,SUICIDE BY JUMPING,Monday,02/13/2017,20:51:00,CENTRAL,NONE,400 Block of DAVIS CT,-122.39818766428078,37.79671488539268,POINT (-122.39818766428078 37.79671488539268),17012678860170,2017
170095882,SUICIDE,ATTEMPTED SUICIDE BY STRANGULATION,Friday,02/03/2017,13:20:00,MISSION,NONE,24TH ST / YORK ST,-122.40819236737882,37.75285341932685,POINT (-122.40819236737882 37.75285341932685),17009588260090,2017
180075608,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Saturday,01/28/2017,20:25:00,INGLESIDE,NONE,0 Block of VIENNA ST,-122.42492120202324,37.727674199451265,POINT (-122.42492120202324 37.727674199451265),18007560860060,2017
170104267,SUICIDE,SUICIDE BY STRANGULATION,Friday,01/27/2017,15:00:00,TARAVAL,NONE,1500 Block of 19TH AV,-122.47689105534914,37.758877467076275,POINT (-122.47689105534914 37.758877467076275),17010426760190,2017
170066952,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Tuesday,01/24/2017,19:32:00,INGLESIDE,"ARREST, BOOKED",3600 Block of MISSION ST,-122.42392626740406,37.73810821336589,POINT (-122.42392626740406 37.73810821336589),17006695260080,2017
170064348,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Monday,01/23/2017,23:43:00,CENTRAL,NONE,1200 Block of COLUMBUS AV,-122.41786075495646,37.805540389802566,POINT (-122.41786075495646 37.805540389802566),17006434860080,2017
170064069,SUICIDE,ATTEMPTED SUICIDE BY STRANGULATION,Monday,01/23/2017,21:00:00,TARAVAL,NONE,1800 Block of 23RD AV,-122.48062341082206,37.75310456621098,POINT (-122.48062341082206 37.75310456621098),17006406960090,2017
170055488,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Friday,01/20/2017,21:40:00,NORTHERN,NONE,700 Block of ELLIS ST,-122.41856209710514,37.78418470913026,POINT (-122.41856209710514 37.78418470913026),17005548860060,2017
170027948,SUICIDE,ATTEMPTED SUICIDE,Wednesday,01/11/2017,09:30:00,MISSION,NONE,1700 Block of MISSION ST,-122.41987691713402,37.76957974718961,POINT (-122.41987691713402 37.76957974718961),17002794860010,2017
170025403,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Monday,01/09/2017,21:00:00,INGLESIDE,NONE,3200 Block of FOLSOM ST,-122.41352138285446,37.74593467211137,POINT (-122.41352138285446 37.74593467211137),17002540360060,2017
161058637,SUICIDE,ATTEMPTED SUICIDE,Friday,12/30/2016,04:00:00,NORTHERN,NONE,2200 Block of FRANCISCO ST,-122.44220619618297,37.80096067188052,POINT (-122.44220619618297 37.80096067188052),16105863760010,2016
161041369,SUICIDE,ATTEMPTED SUICIDE,Friday,12/23/2016,13:45:00,BAYVIEW,NONE,AUGUSTA ST / BAY SHORE BL,-122.40549508828133,37.73428666284133,POINT (-122.40549508828133 37.73428666284133),16104136960010,2016
161023323,SUICIDE,SUICIDE BY FIREARMS,Friday,12/16/2016,21:00:00,INGLESIDE,NONE,5600 Block of MISSION ST,-122.44709528961494,37.7111225502685,POINT (-122.44709528961494 37.7111225502685),16102332360150,2016
161013186,SUICIDE,ATTEMPTED SUICIDE BY ASPHYXIATION,Wednesday,12/14/2016,08:37:00,CENTRAL,NONE,500 Block of FRANCISCO ST,-122.41426677512023,37.804634882547596,POINT (-122.41426677512023 37.804634882547596),16101318660020,2016
161012536,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Tuesday,12/13/2016,23:14:00,PARK,"ARREST, BOOKED",1300 Block of HAIGHT ST,-122.44450233369258,37.770261970240284,POINT (-122.44450233369258 37.770261970240284),16101253660080,2016
161010308,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Tuesday,12/13/2016,09:30:00,NORTHERN,NONE,0 Block of LAGUNA ST,-122.42516067223015,37.77134063111257,POINT (-122.42516067223015 37.77134063111257),16101030860060,2016
161001896,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Saturday,12/10/2016,11:05:00,INGLESIDE,UNFOUNDED,0 Block of GOLDMINE DR,-122.43720578000944,37.743923082075796,POINT (-122.43720578000944 37.743923082075796),16100189660060,2016
160985550,SUICIDE,SUICIDE BY FIREARMS,Sunday,12/04/2016,14:00:00,NORTHERN,NONE,1900 Block of GREENWICH ST,-122.43176277061134,37.79941811608929,POINT (-122.43176277061134 37.79941811608929),16098555060150,2016
160984160,SUICIDE,SUICIDE,Sunday,12/04/2016,04:00:00,NORTHERN,NONE,1900 Block of WASHINGTON ST,-122.42536413220787,37.79278984322355,POINT (-122.42536413220787 37.79278984322355),16098416060110,2016
160980287,SUICIDE,ATTEMPTED SUICIDE,Friday,12/02/2016,16:47:00,NORTHERN,NONE,1600 Block of JACKSON ST,-122.4222314097656,37.79398325488463,POINT (-122.4222314097656 37.79398325488463),16098028760010,2016
160969526,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Monday,11/28/2016,20:00:00,INGLESIDE,NONE,4800 Block of MISSION ST,-122.43799239857077,37.7206211151044,POINT (-122.43799239857077 37.7206211151044),16096952660060,2016
160968625,SUICIDE,SUICIDE BY FIREARMS,Monday,11/28/2016,15:10:00,INGLESIDE,NONE,0 Block of POPE ST,-122.44138422384455,37.71429319030008,POINT (-122.44138422384455 37.71429319030008),16096862560150,2016
160962536,SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Saturday,11/26/2016,16:15:00,NORTHERN,NONE,1700 Block of OFARRELL ST,-122.43353308664909,37.78313156511405,POINT (-122.43353308664909 37.78313156511405),16096253660060,2016
160961801,SUICIDE,ATTEMPTED SUICIDE,Saturday,11/26/2016,12:30:00,PARK,NONE,400 Block of BURNETT AV,-122.44401177230368,37.754792552219776,POINT (-122.44401177230368 37.754792552219776),16096180160010,2016
160945253,SUICIDE,SUICIDE BY STRANGULATION,Sunday,11/20/2016,11:53:00,CENTRAL,NONE,2500 Block of HYDE ST,-122.42005392734725,37.80452680551803,POINT (-122.42005392734725 37.80452680551803),16094525360190,2016
